Title,Url,Date,Author,Category,Text
Aparna Balamurali opposite Karthi,https://newstodaynet.com/2021/08/18/aparna-balamurali-opposite-karthi/,"August 18, 2021",Agency,Entertainment,"Aparna Balamurali is likely to pair opposite Karthi in Komban director Muthaiah’s new film.
Sources say that Suriya’s 2D Entertainment is likely to bankroll Karthi and Muthaiah’s film. Just like Komban, this new film is also set against a rural backdrop.
Aparna Balamurali is also pairing opposite RJ Balaji in Veetla Visheshanga, the Tamil remake of Baadhai Ho."
"Pawan Kalyan, Rana’s film titled Bheemla Nayak",https://newstodaynet.com/2021/08/16/pawan-kalyan-ranas-film-titled-bheemla-nayak/,"August 16, 2021",Agency,Entertainment,"Pawan Kalyan and Rana Daggubati-starrer upcoming Telugu action-thriller movie has been titled Bheemla Nayak, the makers announced on Sunday.
Directed by Saagar K Chandra, the film is a remake of the 2020 Malayalam action-thriller ‘Ayyappanum Koshiyum, which featured Biju Menon and Prithviraj Sukumaran.
The film is produced by Suryadevara Naga Vamsi under the banner Sithara Entertainments.
The official Twitter handle of Sithara Entertainments also shared a teaser of the film.
‘Here’s the first glimpse of the power storm. ‘Bheemla Nayak’ is here,’ the tweet read. ”Ayyappanum Koshiyum’ chronicled the conflict between Koshy Kurien, an influential and wealthy ex-havaldar and Ayyappan Nair, an upright police officer. The music of ‘Bheemla Nayak’ has been composed by Thaman S, while Trivikram has penned the film’s dialogues and screenplay.
Also starring Nithya Menen, the film is scheduled to release theatrically on January 12, 2022."
Chennai-based sports firm changes hands,https://newstodaynet.com/2021/08/14/chennai-based-sports-firm-changes-hands/,"August 14, 2021",NT Bureau,Entertainment,"Chennai: JetSynthesys, a new age digital entertainment and technology company with a strong play in gaming and esports, has acquired Chennai-based Skyesports.
This acquisition further strengthens Skyesports’ pan-India proliferation and also sets the stage for its expansion from India to South Asia, helping the brand create more IPs and strengthen its team, said a statement.
According to Rajan Navani, vice chairman and managing director, JetSynthesys, “we are happy to have Skyesports CEO and founder Shiva Nandy and his team as part of the JetSynthesys family. Next year is a year of reckoning for esports globally as it becomes a medal event at the Asian Games, the first in the history of any such prestigious global tournament.”
 "
"Kottravai will be exciting, says CV Kumar",https://newstodaynet.com/2021/08/11/kottravai-will-be-exciting-says-cv-kumar/,"August 11, 2021",Agency,Entertainment,"The shoot for director CV Kumar’s upcoming film, Kottravai, has been wrapped up. The first part of the triology is over and shoot for second part begins shortly in grand sets in huge sets near Chennau.
Kottravai is CV Kumar’s third directorial venture after Maayavan and Gangs of Madras.
Says C V Kumar, who is making the movie in association with Mayil Films, ‘An incident that happened in the history continues even now. This is the basic idea of the story. The film would take the audience on a roller coaster ride of 2000 years and thrill them.’
The first part has been titled Kottravi: The Legacy. The next part will take us back to past while third and final part would be more adventurous., he adds.
A treasure hunt story, Kottravai will talk about a treasure that was hidden 2000 years ago and the protagonist’s adventures to find it. The reason behind hiding the treasure has been revealed in sensational manner.
The high point is that we trained everyone with a workshop before we went for shoot. The making was exciting and stitching costumes for artistes in period cinema is a costly affair, he adds.
Rajesh Kanagasabai, who won Saagasa Tamil Magan title in the Azhagia Tamil Magan TV show hosted by actress Khushbu Sundar, is making his debut as the protagonist of Kottravai. Chandana Raj and Subiksha are the heroines.
Written and directed by  C V Kumar, the movie has dialogues by Tamailmagan. Music  is by Ghibranand cinematography by Prakash.
The movie is produced by C V Kumar, Dr K Prabhu for Thirukumaran Entertainment in association with Mayil Films."
Dhoom Tara audio out now,https://newstodaynet.com/2021/08/07/dhoom-tara-audio-out-now/,"August 7, 2021",Agency,Entertainment,"The eagerly-awaited Akshay Kumar starrer BellBottom trailer launched recently by making a symbolic gesture of unlocking the cinema at the film’s trailer launch event.
The trailer has created massive buzz and excitement with the movie-goer and the entertainment industry. The movie is all set to enthrall the audience in 2D and 3D formats.
Along with the trailer, the first track ‘Dhoom Tara’ has set a different mood and vibe for the movie. The song has effectively caught the audience’s attention and has been highly appreciated by the fans for its retro sound and thumping beats. The song audio is out now on Saregama.
The song is crooned by Zara Khan and the groovy number is composed by Tanishq Bagchi and Zara Khan."
What’s up this weekend?,https://newstodaynet.com/2021/08/07/whats-up-this-weekend/,"August 7, 2021",NT Bureau,Entertainment,"Chennai: Are you looking for interesting ways to kill lockdown boredom this weekend? Here are some shopping, eating and entertainment options.
Dressed to kill
Soch, a destination for ethnic needs, has announced Red Dot Sale. The sale will feature discounts up to 50 percent off on a wide selection of sarees, salwar suits, kurtis, tunics and dress materials. Check out the collection at a store near you or online on www.soch.com.
Mega Bharat
The food business of Udaan, a business-to-business (B2B) e-commerce platform, has announced – ‘Mega Bharat Sale’.
It said the sale on the Udaan platform will provide small retailers and Kirana shop owners an opportunity to enjoy incredible savings across a wide selection of quality food products with over 1000 SKUs (Stock-Keeping Units) from small and large fast-moving consumer goods (FMCG) brands.
Fruitfully yours
Who said fruits are only reserved for the summers? Mad Over Donuts has said it is bringing to you the freshness of berries and apples by launching Fruitfully Yours – a range of fruity donuts.
“The new donuts are bursting with the flavours of blueberry, apple and raspberry. While happiness cannot be bought but you can buy donuts that deliver happiness; so grab them while they last,” it said.
Binge watching
Lionsgate Play, Starz’s OTT streaming service in India, has announced ‘BingePass’. The offering will allow unlimited access to curated library of Lionsgate Play at a pricing of Rs 9.
Users can avail this limited period offer between up to Sunday, 8 August for a 30-day subscription. The brand has roped in actress, Ananya Panday for a quirky TVC to promote this offer.
For siblings
Blue Dart has launched its Rakhi Express offer. The offer, while allowing individuals to connect with their loved ones across the world, aims to appreciate and give thanks to the nation’s Covid-19 warriors who continue to work to protect every Indian citizen. The offer provides all Covid warriors, sending or receiving a Rakhi shipment, a special discounted price of Rs 200.
 "
Suriya inks 4-film deal with Amazon Prime Video,https://newstodaynet.com/2021/08/06/suriya-inks-4-film-deal-with-amazon-prime-video/,"August 6, 2021",Agency,Entertainment,"As part of this collaboration, the next four Tamil movies from the actor’s production house will premiere directly on Prime Video worldwide, over the next four months.
Suriya had tied up with OTT giant Amazon Prime Video for a four-film deal. As part of this collaboration, the next four Tamil movies from the actor’s production house will premiere directly on Prime Video worldwide, over the next four months.
The line-up includes Jai Bhim, a legal drama starring Suriya along with Prakash Raj, Rao Ramesh, Lijomol Jose, Rajisha Vijayan and Manikandan, ‘Udanpirappe’ starring Sasi Kumar, Jyotika, Samudrakani, Soori, Kalaiyarasan, Niveditha Sathish and Siddhu, ‘Oh My Dog’, starring Arnav Vijay, Arun Vijay, Vijay Kumar, Mahima Nambiar and Vinay Rai; as well as ‘Raame Aandalum Raavane Aandalum’, a satire comedy drama starring Ramya Pandian, Vani Bhojan, Mithun Manickam and Vadivel Murugan.
Suriya, Founder of 2D Entertainment, said: The past year has been transformative. Given unprecedented circumstances, we innovated on different models of release. Amazon emerged as the chosen streaming service for 2D’s latest film launches. From ‘Ponmangal Vandhal’ to ‘Soorarai Pottru’, these beautiful tales found audiences and resonance not just in India, but across the world. We are happy to take this collaboration even further with Amazon Prime Video."
Super seven for Seerat Kapoor,https://newstodaynet.com/2021/08/05/super-seven-for-seerat-kapoor/,"August 5, 2021",Agency,Entertainment,"Seerat Kapoor debuted in Tollywood in the year 2014 with the Sahoo director Sujeeth Reddy’s directorial debut, alongside Sharwanand in the movie Run Raja Run, a film that engaged audiences with its edgy plots and performances.
Seerat Kapoor played the character of Priya and won the audience’s hearts. It’s been 7 long years since she marked her career in the south film industry today.
Seerat Kapoor has worked in the films Raju Gari Gadhi 2, Touch Chesi Chudu, Okkakshanam, Krishna And His Leela, Maa Vintha Gaadha Vinuma to name a few. Her last two releases were applauded to be the first Telugu blockbusters amidst the pandemic.
Seerat Kapoor is now all set to dazzle in Bollywood. She will be making her grand Bollywood debut in the upcoming film Maarich along with the veteran actor Naseeruddin Shah and Tusshar Kapoor. Maarrich is going to be produced under the banner of Tusshar Entertainments."
"Smartphones, screen time & self control",https://newstodaynet.com/2021/08/05/smartphones-screen-time-self-control/,"August 5, 2021",NT Bureau,Entertainment,"Chennai: Smartphones and other smart devices have become a necessity for learning, working, shopping, finances, business, entertainment, events and more. While it has been helpful in many facets of life, the effects of smartphones, screen time and scrolling are many.
If left unaddressed, it can change the way we function and thrive as a race, both physically, emotionally and cognitively. City- based Psychologist & EQ Coach, Nivetha Raj addresses this concerning issue and shares ways to self-regulate.
Smartphones are undoubtedly fantastic tools, they make life easier with their multiple functions. However, extensive use of smartphones, increased screen time and endless scrolling are three red flags. Screen time takes up a significant part of our lives, imagine the amount of information, content, visuals, movement and colors you come across in a span of one minute. Let’s take a look at the impact of all this.
When the mind is exposed to an overload of information, it directly impacts key cognitive functions such as language, attention, memory, perception, learning and reasoning. That means it hampers our everyday productivity. The practice of texting/typing leads to stress onto our fingers and palms, which affects nervous system functioning and fine motor skills.
The monitor’s light affects the way our eyes perceive information. Increased screen time reduces the frequency of blinks, which is a leading cause for dry eyes. While the act of scrolling is easier, our mind gets overwhelmed as it attempts to consume an unrealistic amount of information in a fraction of a second. Social media apps have changed the way we foster relationships. This has impacted our feelings, expressions and perspectives.
A recent study showcased that teens across the world felt lonelier than ever before and one causative agent was the use of smartphones. Virtual communication has affected our language skills, with abbreviations, emojis, GIFs and auto-correct. Insomnia has been on the rise thanks to all the swiping and scrolling.
The mind is constantly overactive, hence it finds it harder to relax and shut down at the end of the day. Being glued to the screen increases the chances of a sedentary lifestyle, which underlies health issues. This is a just a brief look at the impact we are all living in. Here are some ways we can self-regulate as individuals to lessen these effects in our lives.
Self-regulating practices to limit screen time
Monitor your daily screen time, understand where you need to curb it. Aim for intentional use instead of mindless use. It’s easy to scroll for just a few minutes only to find that you’ve spent nearly an hour on your phone. Take digital detoxes. Avoid smartphones at least one hour before bedtime – unless you are using them for sleep time podcasts. Blink your eyes more often (intentionally) and exercise them. Don’t be actively engaged onto more than one device at a time.
 "
A surprise from Pisasu 2 team,https://newstodaynet.com/2021/08/04/a-surprise-from-pisasu-2-team/,"August 4, 2021",Agency,Entertainment,"The makers of the horror-thriller Pisasu 2  directed by Mysskin have confirmed with the first look poster that the film will hit the screens this year with the caption: “In Cinemas 2021”.
Produced by producer T. Muruganantham of Rockfort Entertainment, Andrea plays the main lead in the film while Makkal Selvan Vijay Sethupathi plays a cameo.
The film also has Poorna and Santosh Prathap in pivotal roles. Besides Tamil, the film’s producers are planning to release the film in Telugu and Kannada.
Karthik Raja, the elder son of Ilaiyaraaja is composing the music for the film while Siva Santhakumar is cranking the camera.
The release date of the first single song from Pisasu 2 would be announced very soon, reads an official statement from the production house."
Koogle Kutappa’s first look is out,https://newstodaynet.com/2021/08/04/koogle-kutappas-first-look-is-out/,"August 4, 2021",Agency,Entertainment,"Actor-producer Suriya on Tuesday released the first look poster of Koogle Kuttappa, the official Tamil remake of the Malayalam hit film Android Kunjappan.
The Tamil version stars KS Ravikumar in the lead alongside Tharshan, Losliya, Yogi Babu and Poovaiyaar. The poster was different from the Malayalam version and had the lead cast clicking a selfie with Koogle Kuttappan.
The movie is jointly produced by KS Ravikumar’s RK Celluloids and Kallal Global Entertainment. It is directed by Sabari and Saravanan."
Sarpatta Parambarai shines on Prime Video,https://newstodaynet.com/2021/08/02/sarpatta-parambarai-shines-on-prime-video/,"August 2, 2021",Agency,Entertainment,"This Prime Day, members were in for a mega entertainment treat: Prime Video announced the world premiere of much anticipated movies across multiple languages.
The list includes titles like Sarpatta Parambarai (Tamil/Telugu), Toofaan (Hindi), Malik (Malayalam) and Ikkat (Kannada) amongst others.
A statement from Amazon said the month leading-up to Prime Day was Prime Video India’s best ever in terms of viewership, with the highest number of streamers enjoying the content on the service.
Also, the day marked the most Small Medium Businesses (SMBs) selling on Amazon.in ever, as they saw an overwhelming response from Prime members. ‘With customers from over 96 per cent pincodes of India placing orders and with the month leading up to Prime Day marking the highest viewership for Prime Video and highest number of listeners for Prime Music, members enjoyed the best of what Prime Day has to offer.’"
SJ Surya upbeat about Kadamaiyai Sei,https://newstodaynet.com/2021/08/02/sj-surya-upbeat-about-kadamaiyai-sei/,"August 2, 2021",Agency,Entertainment,"Director turned actor SJ Surya is confident that his film Kadamaiyai Sei will do good. It stars Yashika Anand opposite him and the film is bankrolled by Ganesh Entertainment Ramesh and Nahar Film Zaheer Hussain.  Venkat Raghavan’s (Muthina Kathirikai fame) is the director. SJ Surya and Yashika Anand pairing up for the first time.
Do your duty and expect rewards for your hardwork forms the crux, say sources.
Shooting was completed following strict Covid protocols. Post-production is on. The cast includes Motta Rajendran, Vincent Ashokan, Ramesh Vidya among others. Camera is by Vinod Rathnaswamy and music is by Arunraj."
Maha Samudram makers release motion poster,https://newstodaynet.com/2021/07/30/maha-samudram-makers-release-motion-poster/,"July 30, 2021",Agency,Entertainment,"Siddharth, Aditi Rao Hydari and Sharwanand starrer bilingual film ‘Maha Samudram’s’ motion poster was released by its makers on Thursday.
A character-revealing motion poster released by the team shows the intense characters of all the prominent cast.
The film’s director Ajay Bhupathi also tweeted the motion poster and wrote: Be ready to witness their intense and stunning characterisations. Kickstarting Maha Samudram promotions-emotions. Exciting updates rolling soon.
The ferocious looks of Sharwanand and Siddharth can be seen in the last two posters and both are simply outstanding. While Siddharth can be seen holding a gun, Sharwanand walks fiercely. Chaitan Bharadwaj gives great elevations to the lead characters with his terrific background score.
The bilingual film will be made in Tamil and Telugu and has already finished the shoot.
Tipped to be an intense love and action drama, Sunkara Ramabrahmam bankrolls the film under AK Entertainments banner."
Review: Thittam Irandu,https://newstodaynet.com/2021/07/29/review-thittam-irandu/,"July 29, 2021",M BHARAT KUMAR,Entertainment,"Aishwarya Rajesh’s mystery thriller Thittam Irandu directed by debutant filmmaker Vignesh Karthik will be streamed on Sony LIV from tomorrow.
Produced by Dinesh Kannan’s Sixer Entertainment and Vinod Kumar’s Mini Studios, Gokul Benoy of Monster and Mafia fame has handled the cinematography for the film, Sathish Raghunathan is composing the music, and CS Prem Kumar of Kuttram Kadithal takes care of the cuts.
The movie revolves around Aishwarya Rajesh who plays a tough cop. As she reaches Chennai from her home town to take up the job in police department, she comes across a youngster and inspired by his good looks and decent behaviour slowly falls for him. Things take a turn when she investigates murder of her very close friend since her childhood. She faces lots of hurdles. A series of shocking event unfolds which even lands her love life in a tizzy.
Aishwarya is the flesh and blood of the movie. She has given her best performance. Be it anger, agony or frustration, she pours out right emotions all through the film. Paval Navageethan plays an interesting character in the film. Gokul Anand and Jeeva Ravi chip in well.
Vignesh Karthik has made it a whodunit thriller with a surprising twist in the climax. He is ably assisted in good execution by Gokul Bejoy. His lens captures night life well. Music adds strength. A goof show by Sathish Raghunathan.
Thittam Irandu is a film to watch for those who love investigative thrillers and Aishwarya Rajesh holds the fort."
Happy to give hits in south: Tamannaah,https://newstodaynet.com/2021/07/27/happy-to-give-hits-in-south-tamannaah/,"July 27, 2021",Agency,Entertainment,"Tamannaah is one of the most prominent names in the South film industry and has even featured in Bollywood with films such as Himmatwala, Entertainment”, Humshakals and Tutak Tutak Tutiya.
Asked between south or Bollywood films which one is the most difficult to headline, Tamannaah said: I saw a lot more successful films in the south and it just is very simple. The industries work in exactly the same fashion. There is no difference in the work. At the end, wherever you get success that place accepts you a lot more right?” Ll
The 31-year-old actress, who has starred in Southern blockbusters including the Baahubali franchise, “Anbanavan Asaradhavan Adangadhavanace, K.G.F: Chapter 1 and Sye Raa Narasimha Reddy among many others, aspires to reach out to a global audience.
I feel I got that in and received that kind of love and fan following in the south and I aspire that the kind of work I am doing I will be able to reach out and continue to reach out to a more pan-India and hopefully global audience.
The actress, who was recently seen in the web-series November Story on Disney+ Hotstar VIP, is now gearing up for the Telugu remake of the Hindi thriller Andhadhun.
The Telugu version is directed by Merlapaka Gandhi."
"No plan to print currency notes, says FM",https://newstodaynet.com/2021/07/27/no-plan-to-print-currency-notes-says-fm/,"July 27, 2021",NT Bureau,Entertainment,"Nirmala Sitharaman
New Delhi: The government has no plan to print currency notes to tide over the current economic crisis triggered by the outbreak of Covid-19 pandemic, Finance Minister Nirmala Sitharaman informed Parliament on Monday.
To a question on whether there is any plan to print currency to tide over the crisis, the Finance Minister said, No Sir.
Many economists and experts have suggested the government to resort to printing more currency notes to support the economy ravaged by the spread of Covid-19, and protect jobs.
India’s real Gross Domestic Product (GDP) is estimated to have contracted by 7.3 per cent during 2020-21, Sitharaman said in a written reply to Lok Sabha.
This contraction reflects the unparalleled effect of the pandemic and the containment measures that were taken to control the pandemic, she said.
The fundamentals of the economy remain strong as gradual scaling back of lockdowns, along with the astute support of Atmanirbhar Bharat Mission has placed the economy firmly on the path of recovery from the second half of FY 2020-21, she said. The government had announced a special economic and comprehensive package of Rs 29.87 lakh crore under AtmaNirbhar Bharat (ANB) to combat the impact of the pandemic, to revive economic growth and to bolster employment during 2020-21, she said.
Meanwhile, the country’s gross domestic product (GDP) growth is likely to be 8.8 to 9 per cent in the current financial year, driven by agriculture and industry sectors, Care Ratings said in a report. The country’s economy had contracted by 7.3 per cent in fiscal 2020-21.
The agency said the outlook for the Indian economy on almost all counts in FY22 would look seemingly better than FY21 on account of the negative base effect. “GDP growth for the year (FY22) is expected to be 8.8-9 per cent with GVA (gross value added) growth of 7.8 per cent. The main drivers of the economy would be agriculture and industry,” the ratings agency said in its Economic Outlook for 2021-22. Services sector will not be able to reach its potential even at 8.2 per cent growth as the second lockdown has affected sectors like hotels and restaurants, tourism, retail malls and entertainment in particular, it said.
While a lot has been done on the supply side by both the RBI and the government, the malaise is on the demand side which has been a problem even before the pandemic, Care Ratings pointed out. A critical factor this time will be the spending pattern of the rural households, the report said, adding that the monsoon forecast is good and ideally a stable Kharif harvest should bode well for rural incomes.
 "
Suriya plays lawyer in Jai Bhim,https://newstodaynet.com/2021/07/26/suriya-plays-lawyer-in-jai-bhim/,"July 26, 2021",Agency,Entertainment,"Suriya unveiled the first look and title of his next film, which was tentatively called Suriya 39.
The film has been titled Jai Bhim, which is the slogan used by followers of Ambedkarism. The poster reveals that Suriya is playing a lawyer who fights for the rights of tribal communities. The film is written and directed by journalist-turned-filmmaker TJ Gnanavel of Kootathil Oruthan fame.
It also boasts of an impressive supporting cast, including Rajisha Vijayan and Prakash Raj. In addition to acting in it, Suriya has also bankrolled the film under his production banner 2D Entertainment."
"Europe’s summer tourism outlook dimmed by variants, rules",https://newstodaynet.com/2021/07/26/europes-summer-tourism-outlook-dimmed-by-variants-rules/,"July 26, 2021",Agency,Entertainment,"London: Chaos and confusion over travel rules and measures to contain new virus outbreaks are contributing to another cruel summer for Europe’s battered tourism industry.
Popular destination countries are grappling with surging Covid-19 variants, but the patchwork and last-minute nature of the efforts as the peak season gets underway threatens to derail another summer.
In France, the world’s most visited country, visitors to cultural and tourist sites were confronted this week with a new requirement for a special Covid pass.
To get the pass, which comes in paper or digital form, people must prove they’re either fully vaccinated or recently recovered from an infection, or produce a negative virus test. Use of the pass could extend next month to restaurants and cafes.
Italy said Thursday that people will need a similar pass to access museums and movie theatres, dine inside restaurants and cafes, and get into pools, casinos and a range of other venues.
At the Eiffel Tower, unprepared tourists lined up for quick virus tests so they could get the pass to visit the Paris landmark. Johnny Nielsen, visiting from Denmark with his wife and two children, questioned the usefulness of the French rules.
If I get tested now, I can go but then I (could) get corona in the queue right here, Nielsen said, though he added they wouldn’t change their plans because of it.
Juan Truque, a tourist from Miami, said he wasn’t vaccinated but took a test so he could travel to France via Spain with his mother. Now they are forcing you to wear masks and to do similar kind of things that are impositions to you. To me, they are violations to your freedom. he said.
Europe’s vital travel and tourism industry is desperate to make up after a disastrous 2020. International tourist arrivals to Europe last year plunged by nearly 70%, and for the first five months of this year, they’re down 85 per cent, according to UN World Tourism Organisation figures.
American, Japanese and Chinese travellers aren’t confident it will be possible to visit and move freely within Europe, the European Travel Commission said. International arrivals are forecast to remain at nearly half their 2019 level this year, though domestic demand will help make up the shortfall.
The UK’s statistics office suspended its monthly international passenger data, because it said there aren’t enough people arriving to provide robust estimates.
The United States this week upgraded its travel warning for Britain to the highest level. The Centres for Disease Control and Prevention advised Americans to avoid travelling to the country because of the risk of contracting Covid-19 variants, while the US State Department raised its alert level to do not travel from the previous less severe reconsider travel advisory.
The recommendations are constantly under review and not binding, although they may affect group tours and insurance rates. Britain’s warning has fluctuated several times this year already.
Some countries are showing signs of a rebound, however. Spain, the world’s second-most visited country, received 3.2 million tourists from January to May a tenth of the amount in the same period of 2019. But visits surged in June with 2.3 million arrivals, the best monthly figure since the start of the pandemic, although still only 75 per cent of the figure from two years ago.
Spain’s secretary of state for tourism, Fernando Valdes, credited the European Union’s deployment in June of its digital Covid-19 vaccine passport for having a a positive impact on foreign arrivals. That, and the UK move to allow nonessential travel, allowed us to start the 2021 summer season in the best conditions, he said.
The EU app allows the bloc’s residents to show they’ve been vaccinated, tested negative or recovered from the virus.
In Greece, where Covid-19 infections are also rising sharply, authorities have openly expressed concern that slowing vaccination rates could hurt the struggling tourism industry, a mainstay of the economy. Authorities have tightened restrictions for unvaccinated tourists and residents, banning their entry to all indoor dining and entertainment venues.
Development Minister Adonis Georgiadis urged the travel industry to put on a brave face. It’s very important that we do not give the impression that we have lost control of the pandemic, Georgiadis said last week.
Some countries sparked chaos with last-minute changes to entry rules. Denmark’s decision to upgrade Britain to its red list of countries with tighter travel restrictions threw London resident Richard Moorby’s vacation plans into disarray.
Moorby originally planned to go to Copenhagen in August to meet up with his Danish wife and their two children visiting his in-laws like they did last summer. But under current rules Moorby wouldn’t have been able to travel separately because he’s not Danish.
They planned instead to travel together, which they thought would be allowed even after the change but they missed the announcement’s fine print prohibiting non-Danes from red list countries including the UK from visiting without a worthy purpose, which doesn’t include tourism.
It was going to be a bit of a non-holiday anyway, Moorby said. But it went from, We’d have a nice holiday in Denmark,’ to well, maybe I can just about get there,’ to I can’t even travel’.
Meanwhile, the UK government unexpectedly announced that travellers coming from France would still have to self-isolate for up 10 days because of worries about the beta variant, frustrating travelers and angering the tourism industry and French government.
Emma and Ben Heywood, the British owners of adventure travel company Undiscovered Montenegro, said booking inquiries are surging after the UK government said in the same announcement it would stop advising against travel to countries on its amber list and dropped the self-isolation rule for returning travelers.
The couple said bookings last summer plunged to 10 per cent of their usual level but now they’re at 30 per cent and rising fast. Montenegro has a relatively low infection rate and relaxed entry requirements.
It’s so hard keeping everybody up to date with what’s required to go where, with so many countries and so many different rules involved, said Ben Heywood. It’s a total minefield. Half the emails I’m fielding now are people saying, We definitely want to come.
 "
Tata Sky reaches out to customers directly,https://newstodaynet.com/2021/07/22/tata-sky-reaches-out-to-customers-directly/,"July 22, 2021",NT Bureau,Entertainment,"Chennai: Tata Sky has announced the opening of its exclusive ‘Jingalala Store’ in Chennai.
The new outlet, according to the content distribution platform, will offer customers an elevated experience of Tata Sky’s range of products and services under one roof.
“In line with the corporate purpose of Tata Sky, i.e., to make tomorrow better than today for families and homes, the new store will bring alive the promise of excellent entertainment and lifestyle upgrade options from the brand,” it added.
Located in Anna Nagar, Chennai the experience store will serve as a direct touchpoint for customers.
 "
Big B back on sets of Chehre,https://newstodaynet.com/2021/07/21/big-b-back-on-sets-of-chehre/,"July 21, 2021",Agency,Entertainment,"Ever since the first look of Amitabh Bachchan was released from the upcoming film Chehre, the viewers have been raving about it.
The anticipation for the film has been building up, and when the teaser and the trailer of the film were shared a few months back, the curiosity piqued even higher. As the restrictions on shooting have been lifted again, the team of Chehre is getting back on the sets to make sure that the audience gets their dose of entertainment with this film very soon.
The makers of the mystery thriller film, which is directed by Rumy Jafry and stars Emraan Hashmi along with Big B, have resumed the final leg of the movie. Big B is back in action to shoot for the video of the title track in Mumbai. The video is being directed by Kookie Gulati, who last helmed the Abhishek Bachchan-starrer Big Bull.
Senior Bachchan has recited a poem written by Rumy Jafry for the title track, that has been put to tune by Shekhar Ravjiani of Vishal-Shekhar, with 107 musicians of Prague. Producer of the film, Anand Pandit shared, This film is extremely special to all of us. We have poured our hearts into it. It is an exciting movie and we have been waiting for over a year to bring it to the big screen for the audience to enjoy it.
He added, We want to make sure that the experience has everything and that is why this title track video is so important. I am glad that we can shoot with Bachchan ji again for it. We have maintained all safety protocols and are working on making this a memorable shooting experience for all. Chehre will feature Amitabh and Emraan sharing screen space for the first time. While Big B plays the role of a lawyer, Hashmi is a business tycoon in the film. The two play a game of facade to uncover the truth.
Produced by Anand Pandit Motion Pictures and Saraswati Entertainment Private Limited, ‘Chehre’ also stars Annu Kapoor, Krystle D’Souza, Dhritiman Chatterjee, Raghubir Yadav, Siddhanth Kapoor and Rhea Chakraborty."
Aishwarya Rajesh’s Thittam Irandu to release 30 July,https://newstodaynet.com/2021/07/20/aishwarya-rajeshs-thittam-irandu-to-release-30-july/,"July 20, 2021",Agency,Entertainment,"Sources say that Sony LIV snapped the direct digital premiere rights of Aishwarya Rajesh’s mystery thriller Thittam Irandu directed by debutant filmmaker Vignesh Karthik and that the film will be streaming on Sony LIV on July 30.
Produced by Dinesh Kannan’s Sixer Entertainment and Vinod Kumar’s Mini Studios, Gokul Benoy of Monster and Mafia fame has handled the cinematography for the film, Sathish Raghunathan is composing the music, and CS Prem Kumar of Kuttram Kadithal takes care of the cuts."
"Fresh lockdown in TN from today: What’s allowed, what’s not",https://newstodaynet.com/2021/07/19/fresh-lockdown-in-tn-from-today-whats-allowed-whats-not/,"July 19, 2021",NT Bureau,Entertainment,"Chennai: A fresh lockdown with more relaxations has come to effect from this morning. The government has permitted ITIs, Industrial schools, type writing schools to function with 50 per cent students on a rotational basis.
Teachers have also been permitted to come to schools for admissions-related work and distribution of textbooks etc. However, swimming pools, pubs, inter-state buses, any social, political, cultural, sports events, educational institutions and zoos have not yet been allowed to function.
In a statement, Chief Minister MK Stalin said that inter-state public transport, except to and from Puducherry, will continue to be prohibited. Only 50 people will be allowed for weddings and 20 people for funerals, informed Stalin.
Stalin said that certain activities, remained prohibited, including inter-state public and private transport except Union territory of Puducherry, international air travel except the purposes permitted by the Union home ministry, cinema theatres, all liquor bars, swimming pools, all social, political gatherings, entertainment, sports and cultural events, schools and colleges and zoological parks.
In the previous lockdown extension announced on July 10, Tamil Nadu had announced a series of relaxations. Bakeries, hotels, restaurants and road-side shops were allowed with 50 per cent seating capacity upto 9 pm everyday.
 "
Deekay is back with Karungaapiyam,https://newstodaynet.com/2021/07/17/deejay-is-back-with-karungaapiyam/,"July 17, 2021",Agency,Entertainment,"The first look poster of filmmaker Deekay’s next film titled Karungaapiyam was unveiled on Friday.
The film has Kajal Aggarwal, Regina Cassandra, Janani, Noyrika and Raiza Wilson in lead roles.
On casting stars like Kajal, Regina, Janani, Iranian actress Noyrika and Raiza, the director says that the content will still be prominent.
The film also has Kalaiyarasan playing an important role. Kalai, Yogi Babu and Karunakaran are playing came roles. Jointly produced by Vetrivel Talkies, Pave Entertainments and AP International, Prasad SN has composed the music while Vignesh Vasu is the cameraman."
